id,url,url_status,fb,x,youtube,status,content_type,media_type,notes
2690585ef9fb6ba20f20f1064db48fb705c90122,https://koinoniki.gr/,ok,https://www.facebook.com/koinoniki/?locale=el_GR,https://x.com/koinonikinews,https://www.youtube.com/channel/UCoG4Rs2hZKG3LEQ9n0qONRA,operating,news,,
b34f2aa9dcf545a0d19bc13f882272c2e65e90ce,,no_website,,,,operating,sports,,
85a6a2a527a75b0d4336cdbd4d10c6715ccd9fcf,https://www.empam.gr/,ok,https://www.facebook.com/efmpam/?locale=el_GR,https://x.com/Mpamnews,https://www.youtube.com/playlist?list=PL_0TCbexqUswKGdpfUVqD0x7BoZDELnR7,operating,news,,
da15f3b87ca0463a6a369f60ea392a47d60d0e6f,https://www.palmos-glyfada.gr/,ok,https://www.facebook.com/palmosglyfadas/?locale=el_GR,https://x.com/PalmosGlyfada,https://www.youtube.com/@palmosnews,operating,news,,
b0f46c76e0378510c210019ff51c51b62f85348a,https://www.rizospastis.gr/,ok,,,,operating,news,,
6d05a11198d32e24a1bbad78b1fa3c220faa6741,https://alpharadio989.gr/,ok,https://www.facebook.com/989alpharadio/,https://x.com/alpharadio989/,https://www.youtube.com/user/Alpha989Radio,operating,news,,
e5ffc1523507213778e9e3992ffee272491c1b8c,https://www.real.gr/realfm/,ok,,,https://www.youtube.com/@RealGroupGreece,operating,news,,
654740b0dbed629ddd40a91fc2a11011e5ff4c18,https://elladafm.gr/,ok,https://www.facebook.com/ellada943fm,,,operating,sports,,
4b5d9582d000f4b8ed887e107ade90f29e710c59,https://nostosradio.gr/,ok,,,,operating,other,,
6ff88bd94eb3c2e93e7accf1e2d30d286b383cf0,https://94fm.gr/,ok,https://www.facebook.com/epikoinwnia94fm/?locale=el_GR,,https://www.youtube.com/channel/UC8NmJF7ka6kAgGclW0xj6Tg,operating,news,,
fca60012e3ef9e489e6bf61379930a708daa7874,https://www.skairadio.gr/,ok,https://www.facebook.com/skaigr,https://x.com/skaigr,https://www.youtube.com/@SKAIRADIOFM,operating,news,,
84f03498230b4213cb03c2ce45c1bbd58643a4af,https://www.action24.gr/,ok,https://www.facebook.com/action24tv,https://x.com/action24tv,https://www.youtube.com/@action24tv,operating,news,,
64fbd904b47169301c2fd75b34b0e6de206f5eba,https://www.alphatv.gr/,ok,https://www.facebook.com/alphatv,https://x.com/alphatvgreece,https://www.youtube.com/user/AlphaTVGreece,operating,news,,
cf5383bf768965512872f28aaf7e026868d395e6,http://www.attica-tv.gr/,ok,https://www.facebook.com/AtticaTVgr/,https://x.com/AtticaTV_gr,,operating,news,,
eda6d49fd3f4b523aa5e8f01b46df734906ebc00,https://www.pronews.gr/,ok,https://www.facebook.com/pronews.gr/,https://x.com/pronewsgr,https://www.youtube.com/c/pronewstv,operating,news,,
05404294f5bda5111b556788eb1be34eaca56407,https://www.naftemporiki.gr/ntv/,ok,https://www.facebook.com/naftemporikigr,https://x.com/naftemporikigr,https://www.youtube.com/@naftemporikiGR,operating,news,,
8dd7093a76e6fda42abd539d451204f5e700176a,https://onechannel.gr/?forcevidads=1,ok,https://www.facebook.com/www.onetv.gr/,https://x.com/onetvgr,https://www.youtube.com/@OneTVgr,operating,news,,
5f94bade3bba7ee258187a643e1e0ba07660342b,https://www.arttv.info/,ok,https://www.facebook.com/arttvsocial/?locale=el_GR,,https://www.youtube.com/@ART-TVCHANNEL,operating,news,,
344553909b1863af769915429edf86265131e984,,no_website,,,,not_found,unknown,radio,
5177d8264c672b23d2c3afd432e58a55a30b1b46,https://i-m-patron.gr/lychnostv/,ok,https://www.facebook.com/lychnos/?locale=el_GR,,https://www.youtube.com/@ieramitropolispatron,operating,other,tv,
8206be1b7b46aacb5fe90d1625cc1c5aa7cbf2bb,,no_website,,,,operating,other,newspaper,
2fbae396b51b52558821f3c067f1aaea53e3feac,https://antenna-star.gr/,ok,https://www.facebook.com/AntennaStarRadioFM103.5/,,https://www.youtube.com/@antennastar1035,operating,news,radio,
