id,name,url,media_type,frequency,range_type,prefecture_en,content_type,status,url_status,fb,x,youtube,owner,source_name
18ca029bcd7872fdd3d08850b8269d5c18a108ff,ΕΙΔΗΣΕΙΣ του Κιλκίς,https://www.eidisis.gr/,newspaper,weekly,regional,Kilkis,news,operating,ok,https://www.facebook.com/eidisis.gr,https://x.com/EidisisGr,https://www.youtube.com/user/eidisisgr,,mt_press
5675ed8d9bc8da8aefaaa6802c0a28af7365555d,ΠΡΩΙΝΗ του Κιλκίς,https://www.eidisis.gr/,newspaper,daily,regional,Kilkis,news,operating,ok,https://www.facebook.com/eidisis.gr,https://x.com/EidisisGr,https://www.youtube.com/user/eidisisgr,,mt_press
93bc26815176d91d7201765acf2e1ee9ef67b1c4,ΕΟΡΔΑΪΚΟΣ ΠΑΛΜΟΣ,http://e-ptolemeos.gr,newspaper,weekly,regional,Kozani,news,operating,ok,,,,ΡΟΔΟΝ ΕΚΔΟΤΙΚΗ ΕΕ,mt_press
a044ce23196627f5ddbe3d5beb668476cb561fbd,ΠΤΟΛΕΜΑΙΟΣ,https://e-ptolemeos.gr/,newspaper,daily,regional,Kozani,news,operating,ok,https://www.facebook.com/ptolemeos.news/,https://x.com/eptolemeos?lang=en,https://www.youtube.com/user/eptolemeos,ΡΟΔΟΝ ΕΚΔΟΤΙΚΗ ΕΕ,mt_press
aeb8ba7c33fd5ecd086e9baf9c251b1ef92832e7,ΚΟΣΜΟΣ ΤΟΥ ΣΑΒΒΑΤΟΚΥΡΙΑΚΟΥ,https://kosmoslarissa.gr/,newspaper,weekly,regional,Larissa,news,operating,ok,https://www.facebook.com/kosmoslarissa.gr/,https://x.com/kosmoslarissa,,LOCAL NEWS ΙΚΕ,mt_press
1c7fe7acf4ced25caebee8c3463bfa0c1fb892d7,ΚΟΣΜΟΣ,https://kosmoslarissa.gr/,newspaper,daily,regional,Larissa,news,operating,ok,https://www.facebook.com/kosmoslarissa.gr/,https://x.com/kosmoslarissa,https://www.youtube.com/@kosmoslarissagr-xn9rv,LOCAL NEWS ΙΚΕ,mt_press
877760c246f7c39c1e354a06bc8229436fd39fdb,Η ΘΕΣΠΡΩΤΙΚΗ,https://thesprotiki.gr/en/,newspaper,daily,regional,Thesprotia,news,operating,ok,https://www.facebook.com/thesprotiki,,,,mt_press
a1c4b8e1e1a43093229b07a4df6d7a7038dedddd,FORBES,https://www.forbesgreece.gr/,website,unknown,regional,Attica,news,operating,ok,https://www.facebook.com/forbesgr,https://x.com/capitalgr?lang=en,,ΚΑΠΙΤΑΛ.GR AE,mt_press
0d1f752d9a1e52598767dd12a6a9ac48b0b255ee,ΚΕΦΑΛΑΙΟ,https://www.capital.gr/,newspaper,unknown,national,Attica,news,operating,ok,https://www.facebook.com/capital.gr,https://x.com/capitalgr?lang=en,https://www.youtube.com/channel/UCU-qRWNRh3ZbEpY_1CUtNzw,ΚΑΠΙΤΑΛ.GR AE,mt_press
b8699b4457a438c1b299d2cb2d74cbc7b0646c11,ATHENS VOICE,https://www.athensvoice.gr/,newspaper,unknown,national,Attica,news,operating,ok,https://www.facebook.com/AthensVoice,,https://www.youtube.com/user/theathensvoice,ATHENS VOICE,mt_press
0c02937aea805949f61fb370bbe4635a7e6b7a75,ΠΑΡΑΠΟΛΙΤΙΚΑ,https://www.parapolitika.gr/,newspaper,unknown,national,Attica,news,operating,ok,https://web.facebook.com/www.parapolitika.gr?_rdc=1&_rdr,https://twitter.com/parapolitika,https://www.youtube.com/c/parapolitikagrofficial/videos,ΠΑΡΑΠΟΛΙΤΙΚΑ ΑΕ,mt_press
750f96c175263b9765621d5c28e8036758c819eb,Η ΑΠΟΨΗ,https://www.iapopsi.gr/,newspaper,unknown,national,Attica,news,operating,ok,,,,,mt_press
b9ab4e5c7b40f1ffb71d92affc5a5085482efefb,ΠΡΩΙΝΗ ΤΗΣ ΗΛΕΙΑΣ,https://proini.news/,newspaper,daily,regional,Ilia,news,operating,ok,https://m.facebook.com/proini.news/,,,"""ΠΡΩΪΝΗ Α.Ε.""",mt_press
e37ee5377b875a7351762ae50825d75d6d2e221f,ΕΛΕΥΘΕΡΗ ΩΡΑ ΚΥΡΙΑΚΗΣ,https://www.elora.gr/portal/,newspaper,unknown,national,Attica,news,operating,ok,https://www.facebook.com/eleftheriora,https://x.com/ElftheriOra,,M V PRESS,mt_press
9f84b21c18809b8a3de58a73c5cccde435839b69,ΕΛΕΥΘΕΡΗ ΩΡΑ,https://www.elora.gr/portal/,newspaper,daily,national,Attica,news,operating,ok,https://www.facebook.com/eleftheriora,https://twitter.com/ElftheriOra,,M V PRESS,mt_press
656debe811157d6a6608cfb6bf8b242a9bd1d49d,VORIA.GR ΕΝΗΜΕΡΩΣΗ,https://www.voria.gr/,website,unknown,regional,Thessaloniki,news,operating,ok,https://www.facebook.com/VoriaGreece/,,https://www.youtube.com/user/voriamedia,Voria.gr,mt_press
a17586608a06de0751668552981746da339e4552,ΣΗΜΕΡΙΝΗ ΤΩΝ ΣΕΡΡΩΝ,https://www.simerini.gr/,newspaper,daily,regional,Serres,news,operating,ok,https://www.facebook.com/simerini.serres,,,ΣΗΜΕΡΙΝΗ ΤΩΝ ΣΕΡΡΩΝ,mt_press
b544910491140e4580fba7dc1a4dc6864752b831,Άποψη Πέλλας,https://meapopsi.gr/,newspaper,weekly,regional,Pella,news,operating,ok,,,,ΤΥΠΟΕΚΔΟΤΙΚΗ ΟΕ,mt_press
736cba0187bdabe17fc389ffafd8ad7469e2352b,ΕΛΕΥΘΕΡΗ ΘΡΑΚΗ,https://elthraki.gr/,newspaper,daily,regional,Evros,news,operating,ok,https://www.facebook.com/elthraki/,,https://www.youtube.com/user/thrakinet,ΕΛΕΥΘΕΡΗ ΘΡΑΚΗ,mt_press
b621053e741e33fb4bce7571b994afbc50a42ad9,ΛΑΜΙΑΚΟΣ ΤΥΠΟΣ,https://www.lamiakos-typos.gr/,newspaper,daily,regional,Fthiotida,news,operating,ok,https://www.facebook.com/lamiakos.typos,https://www.twitter.com/lamiakos_typos,,ΛΑΜΙΑΚΟΣ ΤΥΠΟΣ Α.Ε.,mt_press
56aba785b74d4b6b8ca9d8fc0adfc7599197c0de,ΗΜΕΡΗΣΙΟΣ ΚΕΦΑΛΟΝΙΑΣ & ΙΘΑΚΗΣ,https://kefalonianmantata.gr/,newspaper,daily,regional,Kefalonia,news,operating,ok,https://www.facebook.com/EfimeridaImerisios/,,,KEFALONEWS ΧΡ. ΠΑΠΑΔΑΤΟΣ,mt_press
d519838e6bad9c1f8f61571374e572983819655d,Η ΜΑΚΕΔΟΝΙΚΗ,https://ptolemaidanews.gr/,newspaper,weekly,regional,Kozani,news,operating,ok,https://www.facebook.com/diafaniaptol/,,,ΕΦΗΜΕΡΙΔΑ ΔΙΑΦΑΝΕΙΑ,mt_press
e4e3d1f0c5b39b461d92d93aa15af3eb3ea7f233,ΑΠΟΓΕΥΜΑΤΙΝΗ,https://www.iapogevmatini.gr/,newspaper,daily,national,Attica,news,operating,ok,https://www.facebook.com/apogevmatini,https://x.com/iapogevmatini,,ΑΠΟΓΕΥΜΑΤΙΝΕΣ ΕΚΔΟΣΕΙΣ MEDIA,mt_press
a21292f04fc4996e58fe80f014ad506c2c756cd2,Θέμα της Χαλκιδικής,https://www.halkidikipost.gr/,newspaper,weekly,regional,Pella,news,operating,ok,https://www.facebook.com/halkidikipost,,https://www.youtube.com/@HalkidikiPost,ΤΥΠΟΕΚΔΟΤΙΚΗ ΟΕ,mt_press
0056aa2d8c4e470e43ca7c8e00fcf870d19c104e,ΧΡΟΝΙΚΑ ΤΗΣ ΔΡΑΜΑΣ,https://xronikadramas.gr/,newspaper,daily,regional,Drama,news,operating,ok,https://www.facebook.com/xronikadramas,https://x.com/xronikadra,https://www.youtube.com/channel/UC81KKSzkm0758HtAgD_wgNg,,mt_press
f0378da379d006a861867ef1569b6b175727f2f3,ΡΕΘΕΜΝΙΩΤΙΚΑ ΝΕΑ,https://rethnea.gr/,newspaper,daily,regional,Rethymno,news,operating,ok,https://www.facebook.com/rethnea/,https://x.com/rethneagr,https://www.youtube.com/@rethemniotika_nea,,mt_press
